path	balinese	english	indonesian
clips/M-20260130170130-Margi.wav	Tuun, Pak, drika…di..di margine drika, tuun…tuun.	Go down, Sir, in there...in the street there, go down...down.	Turun, Pak, di sana…di..di jalan di sana, turun…turun.
clips/M-20260130170132-Marginin.wav	Nika menek kauh…Langsung ring Pasar Tampak Siring nika, wenten ngaleran ke kanan, nika.. marginin.	Go to the north...straight to Tampak Siring market, go via the path, to the north on the right.	Itu naik ke barat…Langsung di Pasar Tampak Siring itu, ada ke arah utara ke kanan, itu.. melalui jalannya.
clips/M-20260130170135-Maricuan.wav	Pan Wayan maricuan teken Pan Made ulian megarang tanah warisan.	Pak Wayan fought with Mr. Made because of fighting over inherited land.	Pak Wayan bercekcok dengan Pak Made gara-gara berebutan tanah warisan.
clips/M-20260130170137-Marigedan.wav	Dadong marigedan sambilanga negen saang uli alase.	Grandma walked slowly while carrying firewood from the forest.	Nenek berjalan perlahan sambil memikul kayu bakar dari hutan.
clips/M-20260130170140-Mariin-riinan.wav	Para pamedek mariin-riinan ngranjing ka pura daweg piodalan ring pura Sakenan.	The congregation preceded each other entering the temple when celebrating the holy day at Sakenan temple.	Para umat saling mendahului memasuki pura ketika perayaan hari suci di pura Sakenan.
clips/M-20260130170143-Maringgit.wav	Sampian ane gaena teken meme ento maringgit.	The decoration of the coconut leaves made by the mother is jagged.	Hiasan dari janur yang dibuat oleh ibu itu bergerigi.
clips/M-20260130170147-Maringkes.wav	Tikehe suba makejang maringkes tur janga di beten mejane.	The mat has all been rolled up and placed under the table.	Tikar itu sudah semua digulung dan diletakkan di bawah meja.
clips/M-20260130170150-Maringkus.wav	Panakné Nyoman maringkus ulian ngadep narkoba.	Nyoman’s son was arrested for selling drugs.	Anaknya Nyoman diringkus karena menjual narkoba.
clips/M-20260130170152-Marirak.wav	Pan Wayan marirak mara orahina siep tekén kurenanné.	Mr. Wayan widened his eyes when told to be quiet by his wife.	Pak Wayan membelalakkan mata ketika disuruh diam oleh istrinya.
clips/M-20260130170154-Maririg.wav	Punyan nyuhé maririg uli kangin kanti kauh abianné.	The coconut tree is lined up from the east to the south of the garden.	Pohon kelapa itu berjajar dari timur hingga selatan kebunnya.
clips/M-20260130170157-Maririgan.wav	Jukung-jukungé maririgan di pasisi pasih Sanur.	The canoe is lined up on the coast of Sanur.	Sampan sampan itu berleretan di pesisir pantai Sanur.
clips/M-20260130170201-Maroang.wav	Tiang maroang tekén Madé dugas maplalianan di sekolah.	I made friends with Made when playing at school.	Saya berteman dengan Made ketika bermain di sekolah.
clips/M-20260130170203-Maroban.wav	Ia maroban ajak nyaman-nyamane sawiréh ngelah paon tuah abesik.	He lives with one kitchen with his brothers because he only has one kitchen.	Dia tinggal dengan satu dapur bersama saudara-saudaranya karena hanya memiliki satu dapur.
clips/M-20260130170206-Maroda.wav	Jaman jani suba ada montor ané maroda telu.	Today there are three wheeled motors.	Jaman sekarang sudah ada motor yang beroda tiga.
clips/M-20260130170208-Maroges.wav	Ia tusing bani ngusud meong ulian taén marogés.	He did not dare to touch the cat because he had been scratched.	Dia tidak berani menyentuh kucing karena pernah dicakar.
clips/M-20260130170211-Marok.wav	I Putu jegég pesan mapanganggo baju putih lan marok kuning.	Putu is very beautiful wearing white clothes and wearing a yellow skirt.	Si Putu cantik sekali memakai baju putih dan menggunakan rok kuning.
clips/M-20260130170214-Maroko.wav	Pekak tiangé enu dogén maroko kanti jani.	My grandfather is still smoking until now.	Kakek saya masih saja merokok hingga sekarang.
clips/M-20260130170216-Marombe-rombe.wav	Pepayasanné marombé-rombé buka penjor Galunganné.	Her makeup is exaggerated like penjor (bamboo decoration) on Galungan holiday.	Riasannya berlebih-lebihan seperti penjor (hiasan bambu) pada saat hari raya Galungan.
clips/M-20260130170219-Maron.wav	Tebuné punika maron miwah mabantang mawarna ireng.	Sugarcane is black coloring leafy and has black stems.	Tebu itu berdaun dan berbatang berwarna hitam.
clips/M-20260130170222-Maronce-ronce.wav	Buah buluanné maroncé-roncé nanging tondén nasak.	The rambutan fruit is swaying but not yet mature.	Buah rambutan itu bergayutan tetapi belum matang.
clips/M-20260130170225-Maronda.wav	Umahné Madé maronda ulian ada orta yéning umahné lakar rampoka.	Made's house was guarded because there was news that his house would be robbed.	Rumahnya Made dijaga karena ada kabar bahwa rumahnya akan dirampok.
clips/M-20260130170228-Marong.wav	Sanggah kemulanné marong tiga pinaka linggih Bhatara-Bhatari sané sampun kaupakarain.	"The “Kemulanr"" monument is a symbol of the place where the spirits of ancestors have been purified through religious ceremony."	Tugu ‘kemulan’ beruang tiga sebagai simbol tempat roh para leluhur yang sudah diupacarai.
clips/M-20260130170232-Marong-roang.wav	Lan pragatang gaéné bareng-bareng , eda maroang-roang apang énggal pragat.	Let's finish this work together, don't group so that it's finished quickly.	Mari selesaikan pekerjaan ini bersama-sama, jangan berkelompok-kelompok agar cepat selesai.
clips/M-20260130170236-Marongan.wav	Umah tiangé ajak umahné Madé marongan.	My house and Made’s house are made side by side.	Rumah saya dan rumahnya Made berdampingan.
clips/M-20260130170239-Marongrong.wav	Abian badelod marongrong dugas ujan bales dibi sanja.	Gardens in the south were undermined when heavy rains yesterday afternoon.	Kebun di selatan dirongrong ketika hujan lebat kemarin sore.
clips/M-20260130170241-Maropeng.wav	Muan tiangé maropeng ulian maplalian adeng tekén adin tiangé.	My face was smudged by playing charcoal with my sister.	Wajah saya tercoreng-coreng karena bermain arang dengan adik saya.
clips/M-20260130170244-Maros.wav	Bangkiangné jani ruba maros ulian sai olahraga.	His waist is now slim because of exercising every day.	Pinggangnya sekarang sudah ramping karena olahraga setiap hari.
clips/M-20260130170247-Marosrosan.wav	Jagungé marosrosan uli karungé ané bolong ento.	The corn spilled from the holey sack.	Jagungnya berceceran dari karung yang berlubang itu.
clips/M-20260130170249-Marot.wav	Katik saténé suba makejang marot. Nyanan lakar adepa tekén Bapa di peken.	The skewer was all mashed up. Later it will be sold by dad on the market.	Tusukan satenya sudah semua diraut. Nanti akan dijual oleh ayah di pasar.
clips/M-20260130170252-Maruak.wav	Tiang lan Wayan ngrincikang lakar nanem jagung di abian ané mara maruak dibi.	Wayan and I planned to plant corn in a garden that had just been cleared.	Saya dan Wayan merencanakan akan menanam jagung di kebun yang baru saja dibuka lahannya.
clips/M-20260130170255-Marue-rue.wav	Bibihné marué-rué suud ngalih coklat.	His lips are messy after eating chocolate.	Bibirnya belepotan setelah memakan coklat.
clips/M-20260130170257-Marugrag.wav	Baléné badaja suba marugrag. Buin puan, ia lakar ngwangun balé anyar ditu.	The northern building has been demolished. The day after, he will build a new building there.	Bangunan sebelah utara itu sudah dibongkar. Lusa, ia akan membangun bangunan baru di sana.
clips/M-20260130170300-Marugrugan.wav	Panganggonné marugrugan di kamarné lan taén maumbah.	His clothes were in a bundle in his room and never washed.	Pakaiannya beronggok-onggok di kamarnya dan tidak pernah dicuci.
clips/M-20260130170302-Maruing.wav	Seneb tiang nolih cunguhné I Kocong maruing liu gati.	I was disgusted to see I Kocong's nose which contained a lot of dirt.	Saya jijik melihat hidung Si Kocong yang berisi banyak sekali kotoran hidung.
clips/M-20260130170306-Marujit.wav	I Wayan bagus gati mara bokné marujit.	Wayan is very handsome, his hair is short haircut..	Si Wayan tampan sekali baru rambutnya bercukur pendek.
clips/M-20260130170308-Maruket.wav	Ia maruket ajak timpal-timpalé di umahné Wayan.	He wrestled with his friends at Wayan's house.	Dia bergumul bersama teman-temannya di rumahnya Wayan.
clips/M-20260130170311-Maruket-ruketan.wav	Truna-truniné maruket-ruketan mabalih konsér di lapanganné.	Young men struggle to watch concerts in the field.	Pemuda-pemudi bergumul-gumulan menonton konser di lapangan.
clips/M-20260130170313-Marumbing.wav	Tanduk sampiné marumbing dugas milu makepung.	The cow's horn uses 'rumbing' (cow horn decoration) when participating in the ‘makepung’ (cart race with cow or buffalo) drawn by a pair of buffaloes or cows).	Tanduk sapi itu memakai ‘rumbing’ (hiasan tanduk sapi) ketika mengikuti perlombaan ‘makepung’ (balap cikar yang ditarik oleh sepasang kerbau atau sapi).
clips/M-20260130170316-Marumpi.wav	Prajurité ento marumpi poléng lan ngaba bedil.	The soldier was wearing a camouflage vest and carrying a rifle.	Prajurit itu memakai rompi loreng dan membawa senapan.
clips/M-20260130170318-Marumpiuk.wav	Wayan lan timpal-timpalné marumpiuk sambilanga ngrujak.	Wayan and his friends gather while making salad.	Wayan dan teman-temannya berkumpul sambil membuat rujak.
clips/M-20260130170321-Marumpiuk-rumpiuk.wav	Kramané marumpiuk-rumpiuk di wantilanné sawiréh bapak presidén lakar teka kema.	The residents gather at the multipurpose hall because the president's father will come there.	Para warga berkumpul-kumpul di balai serbaguna karena bapak presiden akan datang ke sana.
clips/M-20260130170325-Marunding.wav	Tusing liu krama ané teka marunding di pura.	Not many residents came to negotiate at the temple.	Tidak banyak warga yang datang berunding di pura.
clips/M-20260130170328-Marunduan.wav	Cerik-ceriké marunduan mabalih wayang di pura.	The children flocked to watch the puppets in the temple.	Anak-anak itu berbondong-bondong menonton wayang di pura.
clips/M-20260130170330-Marundungan.wav	Kramané marundungan pesu uli baléné ulian ada linuh.	Residents was flocked out of their house because of an earthquake.	Warga berboyong-boyong keluar dari rumahnya karena ada gempa.
clips/M-20260130170334-Maruntun.wav	Sasihé jani, maruntun anaké ngantén sawiréh liu ada dewasa ayu.	Current month, successive people marry because there are many good days (according to Wariga's calculations).	Bulan sekarang, beruntun orang yang menikah karena banyak terdapat hari baik (menurut perhitungan Wariga).
clips/M-20260130170339-Maruntun-runtunan.wav	Suba a minggu maruntun-runtunan tiang maan surat uli anak tawah.	Already a week ago in a row I got a letter from an unknown person.	Sudah seminggu beruntun-runtun saya mendapat surat dari orang yang tidak dikenal.
clips/M-20260130170343-Maruntunan.wav	Sampun tigang dina sabehé maruntunan. Punika mawinan akéh genah sané keni gentuh.	It's been three days of continuous rain. That caused many places to be flooded.	Sudah tiga hari hujan beruntun. Itu yang menyebabkan banyak tempat yang kena banjir.
clips/M-20260130170348-Maruntut-runtutan.wav	Krama desané maruntut-runtutan ngranjing ka pura mangda trepti.	Villagers enter the temple in sequence to be orderly.	Warga desa beriring-iringan memasuki pura supaya tertib.
clips/M-20260130170352-Maruntutan.wav	Acara selanturnyané inggih punika motong tumpeng maruntutan antuk nembangang tembang rahajeng wanti warsa	The next event is cutting the rice cone accompanied by singing a happy birthday song.	Acara selanjutnya yaitu memotong tumpeng disertai dengan menyanyikan lagu selamat ulang tahun.
clips/M-20260130170357-Marunyuh.wav	Yen kanti buin marunyuh, tiang tusing ngidang buin ngulehang.	If you act inadvertently again, I can't help anymore.	Jika sampai bertindak kurang hati-hati lagi, saya tidak bisa mengusahakan lagi.
clips/M-20260130170401-Marupa.wav	Kruna kasusastraan meteges kawentenan ajah-ajahan utawi kaweruhan sane luih utawi becik tur mabuat. Manut ring pakayunan puniki wewatesan sastra Bali punika dadosné makasami tetamian pangweruh  sané marupa ajah-ajah, tatwa, susila miwah sané tiosan sané kasurat nganggé aksara Bali tur nganggén basa Bali sané katami rauh mangkin.	The word 'literature' means the existence of good or good teachings or knowledge. In accordance with this understanding the boundaries of Balinese literature are all knowledge inheritance in the form of teachings, philosophy, ethics and others written using Balinese script and using Balinese language which has been preserved until now.	Kata ‘kesusastraan’ bermakna keberadaan ajaran atau pengetahuan yang baik atau bagus dan penting. Sesuai pengertian ini batasan sastra Bali adalah semua warisan pengetahuan yang berupa ajar-ajaran, filsafat, etika dan yang lainnya yang ditulis menggunakan aksara Bali dan menggunakan bahasa Bali yang disimpan hingga sekarang.
clips/M-20260130170408-Marurah.wav	Raab pondok tiangé suba marurah dibi. Buin mani lakar nyumunin ngraabin aji séng.	The roof of my hut has been damaged. Tomorrow will reinstall the roof using zinc.	Atap pondok saya sudah dirusak. Besok akan mengulang memasang atap menggunakan seng.
clips/M-20260130170413-Marusak.wav	Mangkin sampun akéh wana sané sampun marusak. Pamréntah miwah krama makasami sepatutnyané stata ngupapira wana punika mangda lestari.	Now a lot of forests have been destroyed. The government and all citizens should always protect the forest to be sustainable.	Sekarang sudah banyak hutan yang sudah dirusak. Pemerintah dan warga semua seharusnya selalu menjaga hutan itu agar lestari.
clips/M-20260130170431-Masaat-saatang.wav	Yén suba makita dadi jayanti, yadiastun masaat-saatang ngajak timpal tusing ja buungan.	If you want to be a champion, competing with friends is inevitable.	Jika sudah berkeinginan menjadi juara, bersaing dengan teman pun tidak terhindarkan.
clips/M-20260130170436-Masan.wav	Sarahina Ibu maan gae ngajang kayu, Bu? Nggih, polih ja nyeng….yen masan repot tiang ten, masan rerainan.	-	Setiap hari Ibu dapat pekerjaan mengangkat kayu, Bu? Ya, dapatlah sekitar….kalau saat sedang sibuk saya tidak, saat hari raya (misalnya).
clips/M-20260130170441-Masepak.wav	Carang punyan nyambuné masepak tatelu.	The guava tree branch has three branches.	Ranting pohon jambu itu bercabang tiga.
clips/M-20260130170455-Masih.wav	Yen dadong kan keturunan Majapahit masih.	Grandma also Majapahit descendant.	Nenek kan keturunan Majapahit juga.
clips/M-20260130170500-Masila.wav	Punapi carane yening iraga lakar masemadi, Kak? Sari, dadi masila.	How do we meditate, Grandpa? Sari, you can sit in a cross legged position.	Bagaimana caranya bila kita hendak bersemadi, Kek? Sari, bisa dengan duduk bersila.
clips/M-20260130170505-Masulur.wav	Punyan timuné masulur lantang gati.	-	Pohon timun itu memiliki sulur yang sangat panjang
clips/M-20260130170510-Mataag.wav	Suud madaar tiang mataag nyihnayang basange suba warég.	After eating, I belch, indicating that the stomach is full.	Setelah makan saya berserdawa menandakan bahwa perut sudah kenyang.
clips/M-20260130170515-Mataanan.wav	Dadong tiangé mataanan labuh kanti limané lung, ulian ia nyelélés di ampiké ané belig.	My grandmother suffered a fall until her hand broke, because she slipped on a slippery floor.	Nenek saya menderita terjatuh hingga tanganya patah, karena ia terpleset di lantai yang licin.
clips/M-20260130170519-Mataasan.wav	Yen suba di sasih kapaté, bunga-bungané mekar lan mataasan ulung di rurungé.	If it’s ‘sasih kapat’ (fourth month around in October or also called ‘sasih kartika’), the flowers bloom and fall fall on the streets.	Jika sudah di 'sasih kapat' (bulan keempat sekitar di bulan oktober atau disebut juga dengan ‘sasih kartika’), bunga-bunganya mekar dan berguguran jatuh di jalanan.
clips/M-20260130170523-Matabas.wav	Punika wit-witan pisang duwen I Ratu sampun matabas, sané sadurungné ka alap buahnyané antuk Bapan Titiangé.	Ratu’s banana trees have been flattened, which had harvested by my father earlier.	Pohon-pohon pisang milik Ratu itu sudah diratakan, yang sebelumnya di panen buahnya oleh bapak saya.
clips/M-20260130170528-Matabeh.wav	Layangan kertasé matabeh aji lem apang kuat neket di bantangné.	The paper kite uses a glue reinforcement to stick it to the frame.	Layangan kertas itu menggunakan penguat lem agar merekat di kerangkanya.
clips/M-20260130170534-Matabeng.wav	Kubuné ento suba matabeng aji somi, sinah tusing lakar tampyasan yeh ujan.	The hut has been using straw protective cover, so it will not be exposed to rainwater.	Gubuk itu sudah berpengaling jerami, maka tidak akan terpapar air hujan.
clips/M-20260130170538-Matabia.wav	Eméh aéng lalah rujakné ulian matabia lelima.	Wow, this salad is so spicy because it has five seeds of chili.	Waduh, pedas sekali rujak ini karena bercabai lima biji.
clips/M-20260130170546-Matabih.wav	Dokare ento matabih papat.	horse carriage contains four wheels.	Delman itu berisi empat roda.
clips/M-20260130170551-Matabih-tabih.wav	Awai bisa pang lima ia madaar. Ento mawinan basangne matabih-tabih.	In a day he can eat five times. That is why his stomach folds (because of fat).	Sehari dia bisa makan lima kali. Itu sebabnya perutnya berlipat-lipat (karena gemuk).
clips/M-20260130170556-Matabing.wav	Warungne Wayan matabing aji triplek.	Wayan stalls walled with plywood.	Warungnya Wayan berdinding triplek.
clips/M-20260130170601-Matabrakan.wav	Tuni tiang nolih ada mobil matabrakan di pengkolane.	Laterly I see there was a car collide on.	Tadi saya melihat ada mobil bertabrakan di tikungan.
clips/M-20260130170605-Matadah.wav	Anaké ento matadah dueg dogén, makejang anaké tusing guguna.	That person just acted smart, everyone ignored him.	Orang itu berlagak pintar saja, semua orang tidak dihiraukannya.
clips/M-20260130170610-Matadongan.wav	Dugas tiang melali ka Nusa Dua, jaja lan pipis bekel suba matadongan.	When I went to Nusa Dua, snacks and pocket money were available.	Ketika saya jalan-jalan ke Nusa Dua, jajan dan uang saku sudah tersedia.
clips/M-20260130170614-Matadtadan.wav	Murid-muridé matadtadan majalan ka sekolah.	The students bring something by carrying it to school.	Murid-murid itu membawa sesuatu dengan menenteng berjalan ke sekolah.
clips/M-20260130170619-Mataga.wav	Sekat liu ngelah pipis paonné Wayan stata mataga.	Since he has a lot of money, Wayan's kitchen is always available for food or drinks excessively.	Sejak banyak punya uang, dapurnya Wayan selalu tersedia makanan atau minuman secara berlebihan.
clips/M-20260130170624-Mataga-taga.wav	Dugas malali ka Bedugul, tas mémén tiangé mataga-taga.	When going to Bedugul, my mother's bag always provided excessive food or drinks.	Ketika jalan-jalan ke Bedugul, tas ibu saya selalu tersedia makanan atau minuman yang berlebihan.
clips/M-20260130170629-Matebag.wav	Rincikné Wayan suba matebag. Ia tusing ngidang mogbogin tiang.	Wayan’s plan had been guessed. He can't lie to me.	Rencananya Wayan sudah tertebak. Dia tidak bisa membohongi saya.
clips/M-20260130170634-Matebah.wav	Baang tiang galah anggon matebah, yén suba ada putusan, tiang lakar mai buin.	Give me time to consider, if there is a decision, I will come here again.	Beri saya waktu untuk mempertimbangkan, jika sudah ada keputusan, saya akan ke sini lagi.
clips/M-20260130170638-Matebas.wav	Bangket sané makantah sampun matebas.	The pawned rice fields have been redeemed.	Sawah yang tergadai sudah ditebus.
clips/M-20260130170647-Matulung.wav	Rahajeng semeng, ibu. (Why are you here and what are you doing?) Tiang mriki matulung {karena} wenten gae nak kar nganten. Tiang driki matulung majaitan lan matanding. Suksma. Suksma mewali.	Good morning, madam. Why are you here and what are you doing? I am here to help {because -Indonesian} there is a task to do for people who are getting married. I am here to help making little offerings and decorations and putting together the offering baskets. Thank you. You are welcome.	Selamat pagi, Ibu. (Mengapa Anda di sini dan apa yang sedang Anda lakukan?) Saya di sini membantu (karena) akan ada upacara perkawinan. Saya di sini membantu membuat perlengkapan upacara dari janur dan menyiapkannya. Terima kasih. Terima kasih kembali.
clips/M-20260130170704-Mebanjar.wav	Tiang mabanjar di Selat Tengah, Susut, Bangli.	I'm a part of the Selat Tengah, Susut, Bangli community.	Saya bagian dari komunitas Selat Tengah, Susut, Bangli.
clips/M-20260130170709-Meinpus.wav	Ia meinpus ulian gelem.	He used an IV because he was sick.	Ia memakai infus karena menderita sakit.
clips/M-20260130170713-Meja.wav	Oh nggih, durusang. Tiang jagi ngorahin restoranne nyiapin meja angge sareng kalih.	Oh yes, please. I will inform the restaurant to prepare a table for two.	Oh iya, silakan. Saya akan memberitahukan pihak restorannya menyiapkan meja untuk dua orang.
clips/M-20260130170718-Mejan.wav	Ia mejan anggon menék.	He uses stairs to go up.	Ia mempergunakan tangga untuk naik.
clips/M-20260130170723-Mejas.wav	Ia demen mejas.	He likes to wear a suit.	Ia suka memakai jas.
clips/M-20260130170728-Mejoh-johan.wav	Ia negak mejoh-johan.	He sat far and wide.	Ia duduk berjauh-jauhan.
clips/M-20260130170733-Memeri.wav	Panak bebek madan memeri.	A baby duck is called a duckling.	Anak bebek disebut 'memeri'.
clips/M-20260130170743-Merajan.wav	Nggih, wenten nika ring merajan tiange. Dados tiang nyelang tur malajahin babade punika, Beli?	Yes, I have it at my family shrine. May I borrow and learn those Babad?	Iya, ada di merajan saya. Boleh saya pinjam dan pelajari sejarah tersebut, Kak?
clips/M-20260130170748-Mesare.wav	titiang mesare di kamar	i am sleeping in the bedroom	saya tidur di kamar
clips/M-20260130170754-Mesin.wav	Iriki mesin pengolah coklate taler kabersihin nganggen yeh coklat. Nah, sisane punika sane kaolah.	The machine that processes the chocolate here can be cleaned with chocolate water. So, those remains are recycled.	Di sini mesin pengolah coklatnya juga dibersihkan menggunakan air coklat. Nah, sisanya itu yang diolah.
clips/M-20260130170831-Metekin.wav	-	Counting leaves for one of the necessities for a ceremony.	-
clips/M-20260130170837-Meweh.wav	Mangkin meweh ngrereh bahan makanan sane alami.	Nowadays it is difficult to find organic foods.	Sekarang susah mencari bahan makanan yang alami.
clips/M-20260130170842-Midartayang.wav	Dane jero bendesa midartayang indik dudonan karya ring pura	The village head explains about the ceremony arrangement at temple	Kepala desa adat menjelaskan tentang susunan acara di pura
clips/M-20260130170849-Midenin.wav	Tiang tuni midenin mesin montore satonden luas	I just checked the motorcycle's machine before I go	Saya tadi mencoba mesin motor itu sebelum pergi
clips/M-20260130170854-Midpidin.wav	Bapa midpidin uritan padine aji tiing	Father is installing fence for rice nursery with bamboo	Ayah memagari persemaian padi itu dengan bambu
clips/M-20260130170900-Mierin.wav	Beli tusing dadi mierin dewek tiange !	You can not curb me brother !	Kakak tidak boleh mengekang diri saya !
clips/M-20260130170907-Migumang.wav	Prajuru desane migumang indik kawentenan wantuan saking pemerintah pusat.	The village apparatus discussed about the existence of assistance from the central government.	Perangkat desa merundingkan tentang bantuan dari pemerintah pusat.
clips/M-20260130170913-Migunaang.wav	Ngiring sareng - sareng migunaang piranti bekas kanggen piranti sane maguna	Let's use secondhand things to make a usefull things together	Ayo bersama - sama memanfaatkan barang bekas menjadi barang yang berguna
clips/M-20260130170919-Migung.wav	Ipun migung jinah sesampune wusan madolan ring pasar.	He count the money after finished selling at market.	Dia menjumlahkan uang setelah selesai berjualan di pasar.
clips/M-20260130170925-Miidin.wav	Tiang tusing miidin musuh.	I am not afraid of enemy.	Saya tidak takut dengan musuh.
clips/M-20260130170931-Miitang.wav	Ia miitang raga dugasé malajah nuju ujian sekolahé.	He confine himself so as not to be disturbed by people when he studied for the school exam.	Dia mengurung dirinya agar tidak diganggu orang ketika belajar untuk ujian sekolah.
clips/M-20260130170936-Miler.wav	Ia miler kuping panakne.	He twist his child's ear.	Dia menjewer telinga anaknya.
clips/M-20260130170944-Miles.wav	Wayan miles besine ento.	Wayan bend the iron.	Wayan membengkokkan besi itu.
clips/M-20260130170950-Milihang.wav	Meme milihang tiang baju.	Mother choose clothes for me.	Ibu memilihkan baju untuk saya.
clips/M-20260130170955-Milihin.wav	Ooh… luung. Kan dueg tiang milihin.	Ooh… good. I’m smart at choosing.	Ooh… bagus. Pintar kan saya memilihnya.
clips/M-20260130171000-Miling.wav	Bapa miling don jagung anggona roko.	Father rolls the corn leaf to make cigarettes.	Ayah menggulung daun jagung untuk rokok.
clips/M-20260130171006-Milit.wav	Lipine milit liman tiange.	The snake wrap my hand.	Ular itu melilit tangan saya.
clips/M-20260130171011-Milpil.wav	Meme milpil prabote di paon.	Mother arranges furniture in the kitchen.	Ibu menata perabotan di dapur.
clips/M-20260130171016-Mimpek.wav	Paané mimpek.	His thighs are pinched.	Pahanya tercubit.
clips/M-20260130171022-Mimpin.wav	Dane mimpin paruman rahinane mangkin.	He leads today's meeting.	Beliau memimpin rapat hari ini.
clips/M-20260130171027-Mincatin.wav	Ipidan adi ngorahang tresna teken beli, nanging ane jani adi mincatin tresnane.	You used to say love to me, but now you break off the love.	Dulu kamu bilang cinta padaku, tapi sekarang kamu memutuskan cinta itu.
clips/M-20260130171032-Mincer.wav	Made mincer roda sepedane.	Made spin the bicycle's wheel.	Made memutar roda sepeda itu.
clips/M-20260130171037-Mincerang.wav	Montire mincerang rodan montor tiange.	The mechanic spin my motorcycle wheels.	Montir itu memutar roda motor saya.
clips/M-20260130171047-Mincuk.wav	Eda pesan demen mincuk anak.	Do not occasionally cheat people.	Jangan sekali-sekali suka menipu orang.
clips/M-20260130171054-Mindahang.wav	Tiang nulungin bapa mindahang meja ka balene.	I help dad move the table into the room.	Saya membantu ayah memindahkan meja ke dalam ruangan.
clips/M-20260130171059-Mindengan.wav	Ia mindengan.	He went here and there.	Ia pergi ke sana ke mari.
clips/M-20260130171105-Mindoang.wav	Ia mindoang meli baju ka peken.	She bought clothes to the market twice.	Dia dua kali membeli baju ke pasar.
clips/M-20260130171109-Minehin.wav	Ida saking dibi minehin rabine sane nenten magatra.	Since yesterday, he think his husband who is not preaching.	Dia sejak kemarin memikirkan suaminya yang tidak berkabar.
clips/M-20260130171113-Minep-inepan.wav	Ia minep-inepan.	He spent the night in someone else's house.	Ia bermalam di rumah orang lain.
clips/M-20260130171118-Minepan.wav	Minepan di jalan.	Overnight in the middle of the trip.	Bermalam di tengah perjalanan.
clips/M-20260130171123-Minggek.wav	Matanainé minggek kauh.	The sun is leaning west.	Matahari condong ke barat.
clips/M-20260130171128-Minggelin.wav	I Biang minggelin tangan tiange.	Mother put a bracelet in my hand.	Ibu memasangi gelang pada tangan saya.
clips/M-20260130171134-Minggir.wav	Tiang orahina minggir teken penumpange.	I was told to pull over by passengers.	Saya disuruh minggir oleh para penumpang.
clips/M-20260130171139-Mingit.wav	Ida Sang Prabhu mingit okane sane istri.	Ida Sang Prabhu keep his daughter.	Ida Sang Prabhu memingit putrinya.
clips/M-20260130171143-Mingitang.wav	Kramane driki mingitang kawentenan taru punika.	The people keep the existence of that tree.	Para warga merahasiakan keberadaan pohon tersebut.
clips/M-20260130171148-Mingseg.wav	Tiang orahina mingseg kutu teken meme.	I was told to press the fleas with thumb nail with mother.	Saya disuruh menekan kutu dengan kuku ibu jari oleh ibu.
clips/M-20260130171154-Minte.wav	Pekak minte saange di teba.	Grandfather stack the woodfire neatly at the backyard.	Kakek menumpuk kayu bakar itu dengan rapi di halaman belakang.
clips/M-20260130171159-Mintel.wav	Made demen gati pintel liman tiange.	Made really likes pinching my hand.	Made suka sekali mencubit tangan saya.
clips/M-20260130171205-Mintonin.wav	Disubane lebeng, tiang mintonin laware ento.	After being cooked, I tasted the 'lawar'.	Setelah matang, saya mencicipi 'lawar' itu.
clips/M-20260130171210-Mipah.wav	Tiang mipah sareng Putu.	I circled with Putu.	Saya beripar dengan Putu.
clips/M-20260130171216-Mirib-miribne.wav	Mirib-miribné ia ané teka.	Maybe he came.	Barangkali dia yang datang.
clips/M-20260130171228-Misi.wav	Drika wenten pertigaan..sampun misi, kok, petunjuk. Drika ke..kanan, Bapak.	Over there is an intersection...its already filled with instructions. Over there, go to the right, sir.	Di sana ada pertigaan..sudah berisi, kok, petunjuk. Di sana ke..kanan, Bapak.
clips/M-20260130171251-Miwalin.wav	Dadi hati adi miwalin semayan adiné ané pidan.	How could you deny your promise.	Tega sekali adinda mengingkari janji adinda yang dulu.
clips/M-20260130171302-Mlagar.wav	Liman tiangé lih disubané mlagar punyan nyuh dugasé negakin sepéda.	My hands dislocated after hitting a coconut tree while riding a bicycle.	Tangan saya terkilir setelah menabrak pohon kelapa ketika naik sepeda.
clips/M-20260130171307-Mlagpag.wav	Pekak enu siteng mlagpag abiané.	Grandfather was still strong in leveling fields to be dismantled and turned into rice fields.	Kakek masih kuat meratakan ladang untuk dibongkar dan dijadikan sawah.
clips/M-20260130171311-Mlaisang.wav	Ia tusing ngorang-ngorang mlaisang tanahé bedauh.	He didn't tell if he was pawning the west land.	Dia tidak bilang-bilang menggadaikan tanah di barat.
clips/M-20260130171316-Mlajah.wav	Tiang edot mlajah apang bisa nulungin i meme nyanan.	I would like to learn, so one day I could help my mother.	Saya ingin belajar agar bisa bantu Ibu saya nanti.
clips/M-20260130171320-Mlancadin.wav	Madé gelem ulian mlancadin godoh.	Made was sick because he ate fried bananas many times.	Made sakit karena makan pisang goreng berkali-kali.
clips/M-20260130171324-Mlantar.wav	Bapa sedeng mlantar di tegalé.	Father is making a footstool on the tree to climb in the garden.	Ayah sedang menakuk pohon untuk berpijak di kebun.
